accuracy,precision,recall,f1,TN,FP,FN,TP,k_features,algorithm,model
0.9788883770919699,0.0,0.0,0.0,12751,29,246,0,2,in-built feature_importance,CatBoostClassifier
0.9507139567019807,0.03953488372093023,0.06910569105691057,0.05029585798816568,12367,413,229,17,4,in-built feature_importance,CatBoostClassifier
0.9549362812835867,0.04043126684636118,0.06097560975609756,0.04862236628849271,12424,356,231,15,6,in-built feature_importance,CatBoostClassifier
0.9570858283433133,0.04105571847507331,0.056910569105691054,0.04770017035775128,12453,327,232,14,8,in-built feature_importance,CatBoostClassifier
0.9570858283433133,0.04105571847507331,0.056910569105691054,0.04770017035775128,12453,327,232,14,10,in-built feature_importance,CatBoostClassifier
0.9601566098572086,0.043478260869565216,0.052845528455284556,0.047706422018348627,12494,286,233,13,12,in-built feature_importance,CatBoostClassifier
0.9623061569169353,0.06713780918727916,0.07723577235772358,0.07183364839319471,12516,264,227,19,14,in-built feature_importance,CatBoostClassifier
0.9603869184707509,0.06451612903225806,0.08130081300813008,0.07194244604316546,12490,290,226,20,16,in-built feature_importance,CatBoostClassifier
0.9600798403193613,0.060897435897435896,0.07723577235772358,0.06810035842293907,12487,293,227,19,18,in-built feature_importance,CatBoostClassifier
0.9575464455703977,0.05763688760806916,0.08130081300813008,0.06745362563237774,12453,327,226,20,20,in-built feature_importance,CatBoostClassifier
0.9574696760325503,0.05232558139534884,0.07317073170731707,0.061016949152542375,12454,326,228,18,22,in-built feature_importance,CatBoostClassifier
0.9579302932596345,0.05847953216374269,0.08130081300813008,0.06802721088435375,12458,322,226,20,24,in-built feature_importance,CatBoostClassifier
0.957623215108245,0.05263157894736842,0.07317073170731707,0.061224489795918366,12456,324,228,18,26,in-built feature_importance,CatBoostClassifier
0.960233379395056,0.06687898089171974,0.08536585365853659,0.075,12487,293,225,21,28,in-built feature_importance,CatBoostClassifier
0.9626132350683249,0.07420494699646643,0.08536585365853659,0.07939508506616257,12518,262,225,21,30,in-built feature_importance,CatBoostClassifier
0.9643021649009673,0.06719367588932806,0.06910569105691057,0.06813627254509018,12544,236,229,17,32,in-built feature_importance,CatBoostClassifier
0.9646092430523568,0.05761316872427984,0.056910569105691054,0.05725971370143149,12551,229,232,14,34,in-built feature_importance,CatBoostClassifier
0.9636112390603409,0.05813953488372093,0.06097560975609756,0.05952380952380952,12537,243,231,15,36,in-built feature_importance,CatBoostClassifier
0.9646092430523568,0.06827309236947791,0.06910569105691057,0.06868686868686869,12548,232,229,17,38,in-built feature_importance,CatBoostClassifier
0.9649930907415938,0.0625,0.06097560975609756,0.06172839506172839,12555,225,231,15,40,in-built feature_importance,CatBoostClassifier
0.9641486258252725,0.05622489959839357,0.056910569105691054,0.05656565656565657,12545,235,232,14,45,in-built feature_importance,CatBoostClassifier
0.964839551665899,0.06557377049180328,0.06504065040650407,0.0653061224489796,12552,228,230,16,50,in-built feature_importance,CatBoostClassifier
0.964839551665899,0.06198347107438017,0.06097560975609756,0.06147540983606557,12553,227,231,15,55,in-built feature_importance,CatBoostClassifier
0.9651466298172885,0.059322033898305086,0.056910569105691054,0.058091286307053944,12558,222,232,14,60,in-built feature_importance,CatBoostClassifier
0.9659143251957624,0.06578947368421052,0.06097560975609756,0.06329113924050633,12567,213,231,15,65,in-built feature_importance,CatBoostClassifier
0.9661446338093045,0.06666666666666667,0.06097560975609756,0.06369426751592357,12570,210,231,15,70,in-built feature_importance,CatBoostClassifier
0.9653769384308306,0.06382978723404255,0.06097560975609756,0.062370062370062374,12560,220,231,15,75,in-built feature_importance,CatBoostClassifier
0.964839551665899,0.06198347107438017,0.06097560975609756,0.06147540983606557,12553,227,231,15,80,in-built feature_importance,CatBoostClassifier
0.9669890987256257,0.0660377358490566,0.056910569105691054,0.0611353711790393,12582,198,232,14,85,in-built feature_importance,CatBoostClassifier
0.9659143251957624,0.06578947368421052,0.06097560975609756,0.06329113924050633,12567,213,231,15,90,in-built feature_importance,CatBoostClassifier
0.9671426378013205,0.07075471698113207,0.06097560975609756,0.06550218340611354,12583,197,231,15,95,in-built feature_importance,CatBoostClassifier
0.9666052510363887,0.0684931506849315,0.06097560975609756,0.06451612903225806,12576,204,231,15,100,in-built feature_importance,CatBoostClassifier
0.9788883770919699,0.0,0.0,0.0,12751,29,246,0,2,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9507139567019807,0.03953488372093023,0.06910569105691057,0.05029585798816568,12367,413,229,17,4,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9549362812835867,0.04043126684636118,0.06097560975609756,0.04862236628849271,12424,356,231,15,6,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9577767541839398,0.04216867469879518,0.056910569105691054,0.04844290657439446,12462,318,232,14,8,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9593121449408875,0.04487179487179487,0.056910569105691054,0.05017921146953405,12482,298,232,14,10,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9600798403193613,0.060897435897435896,0.07723577235772358,0.06810035842293907,12487,293,227,19,12,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9620758483033932,0.07241379310344828,0.08536585365853659,0.07835820895522388,12511,269,225,21,14,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9588515277138031,0.06060606060606061,0.08130081300813008,0.06944444444444445,12470,310,226,20,16,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9584676800245663,0.05970149253731343,0.08130081300813008,0.06884681583476764,12465,315,226,20,18,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9567787501919238,0.0584958217270195,0.08536585365853659,0.06942148760330578,12442,338,225,21,20,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9578535237217872,0.06086956521739131,0.08536585365853659,0.07106598984771574,12456,324,225,21,22,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9603101489329035,0.061488673139158574,0.07723577235772358,0.06846846846846846,12490,290,227,19,24,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9610010747735299,0.0718954248366013,0.08943089430894309,0.07971014492753623,12496,284,224,22,26,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9609243052356825,0.06020066889632107,0.07317073170731707,0.06605504587155964,12499,281,228,18,28,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9600030707815139,0.06070287539936102,0.07723577235772358,0.06797853309481217,12486,294,227,19,30,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9639950867495778,0.06614785992217899,0.06910569105691057,0.06759443339960239,12540,240,229,17,32,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9650698602794411,0.06276150627615062,0.06097560975609756,0.061855670103092786,12556,224,231,15,34,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9639950867495778,0.06274509803921569,0.06504065040650407,0.06387225548902195,12541,239,230,16,36,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9639183172117304,0.05555555555555555,0.056910569105691054,0.05622489959839357,12542,238,232,14,38,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.965453707968678,0.0603448275862069,0.056910569105691054,0.058577405857740586,12562,218,232,14,40,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9646092430523568,0.06477732793522267,0.06504065040650407,0.06490872210953347,12549,231,230,16,45,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9656840165822201,0.06493506493506493,0.06097560975609756,0.06289308176100629,12564,216,231,15,50,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9659910947336097,0.06607929515418502,0.06097560975609756,0.06342494714587738,12568,212,231,15,55,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9662981728849992,0.06726457399103139,0.06097560975609756,0.06396588486140725,12572,208,231,15,60,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9665284814985414,0.06818181818181818,0.06097560975609756,0.06437768240343347,12575,205,231,15,65,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9657607861200675,0.06521739130434782,0.06097560975609756,0.06302521008403361,12565,215,231,15,70,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9662981728849992,0.06726457399103139,0.06097560975609756,0.06396588486140725,12572,208,231,15,75,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9649930907415938,0.0625,0.06097560975609756,0.06172839506172839,12555,225,231,15,80,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9663749424228466,0.06363636363636363,0.056910569105691054,0.060085836909871244,12574,206,232,14,85,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9653769384308306,0.06382978723404255,0.06097560975609756,0.062370062370062374,12560,220,231,15,90,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9660678642714571,0.06637168141592921,0.06097560975609756,0.0635593220338983,12569,211,231,15,95,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9659143251957624,0.06578947368421052,0.06097560975609756,0.06329113924050633,12567,213,231,15,100,in-built feature_importance with multicollinearity removed,CatBoostClassifier
0.9518654997696914,0.017721518987341773,0.028455284552845527,0.0218408736349454,12392,388,239,7,2,permutation importance,CatBoostClassifier
0.832872716106249,0.03380009657170449,0.2845528455284553,0.06042296072507553,10779,2001,176,70,4,permutation importance,CatBoostClassifier
0.8180561953017043,0.02925531914893617,0.2682926829268293,0.05275779376498801,10590,2190,180,66,6,permutation importance,CatBoostClassifier
0.8925994165515123,0.029387755102040815,0.14634146341463414,0.04894629503738953,11591,1189,210,36,8,permutation importance,CatBoostClassifier
0.9094887148779365,0.031155778894472363,0.12601626016260162,0.0499597099113618,11816,964,215,31,10,permutation importance,CatBoostClassifier
0.9084907108859205,0.02982107355864811,0.12195121951219512,0.04792332268370607,11804,976,216,30,12,permutation importance,CatBoostClassifier
0.9071088592046676,0.026522593320235755,0.10975609756097561,0.04272151898734177,11789,991,219,27,14,permutation importance,CatBoostClassifier
0.9107170274834946,0.024870466321243522,0.0975609756097561,0.03963666391412056,11839,941,222,24,16,permutation importance,CatBoostClassifier
0.9151696606786427,0.029572836801752465,0.10975609756097561,0.04659188955996549,11894,886,219,27,18,permutation importance,CatBoostClassifier
0.915016121602948,0.030534351145038167,0.11382113821138211,0.04815133276010318,11891,889,218,28,20,permutation importance,CatBoostClassifier
0.9210041455550437,0.02888086642599278,0.0975609756097561,0.04456824512534819,11973,807,222,24,22,permutation importance,CatBoostClassifier
0.9210041455550437,0.02888086642599278,0.0975609756097561,0.04456824512534819,11973,807,222,24,24,permutation importance,CatBoostClassifier
0.9323660371564563,0.0310192023633678,0.08536585365853659,0.04550379198266522,12124,656,225,21,26,permutation importance,CatBoostClassifier
0.9321357285429142,0.030882352941176472,0.08536585365853659,0.04535637149028078,12121,659,225,21,28,permutation importance,CatBoostClassifier
0.9319821894672194,0.030791788856304986,0.08536585365853659,0.04525862068965517,12119,661,225,21,30,permutation importance,CatBoostClassifier
0.9257638569015815,0.031209362808842653,0.0975609756097561,0.04729064039408867,12035,745,222,24,32,permutation importance,CatBoostClassifier
0.9266083218179026,0.0316622691292876,0.0975609756097561,0.04780876494023904,12046,734,222,24,34,permutation importance,CatBoostClassifier
0.9353600491325043,0.028481012658227847,0.07317073170731707,0.04100227790432802,12166,614,228,18,36,permutation importance,CatBoostClassifier
0.9353600491325043,0.032915360501567396,0.08536585365853659,0.04751131221719457,12163,617,225,21,38,permutation importance,CatBoostClassifier
0.9385843697220942,0.03523489932885906,0.08536585365853659,0.0498812351543943,12205,575,225,21,40,permutation importance,CatBoostClassifier
0.937509596192231,0.03745928338762215,0.09349593495934959,0.053488372093023255,12189,591,223,23,45,permutation importance,CatBoostClassifier
0.9390449869491786,0.032423208191126277,0.07723577235772358,0.04567307692307692,12213,567,227,19,50,permutation importance,CatBoostClassifier
0.9378934438814678,0.03005008347245409,0.07317073170731707,0.04260355029585799,12199,581,228,18,55,permutation importance,CatBoostClassifier
0.9352065100568094,0.029874213836477988,0.07723577235772358,0.04308390022675737,12163,617,227,19,60,permutation importance,CatBoostClassifier
0.9393520651005681,0.029411764705882353,0.06910569105691057,0.0412621359223301,12219,561,229,17,65,permutation importance,CatBoostClassifier
0.9370489789651466,0.03409090909090909,0.08536585365853659,0.048723897911832945,12185,595,225,21,70,permutation importance,CatBoostClassifier
0.9405803777061262,0.035211267605633804,0.08130081300813008,0.04914004914004914,12232,548,226,20,75,permutation importance,CatBoostClassifier
0.9389682174113312,0.03395585738539898,0.08130081300813008,0.04790419161676647,12211,569,226,20,80,permutation importance,CatBoostClassifier
0.9395823737141102,0.03281519861830743,0.07723577235772358,0.04606060606060606,12220,560,227,19,85,permutation importance,CatBoostClassifier
0.9387379087977891,0.03535353535353535,0.08536585365853659,0.05,12207,573,225,21,90,permutation importance,CatBoostClassifier
0.939735912789805,0.03614457831325301,0.08536585365853659,0.05078597339782346,12220,560,225,21,95,permutation importance,CatBoostClassifier
0.9368954398894519,0.035483870967741936,0.08943089430894309,0.050808314087759814,12182,598,224,22,100,permutation importance,CatBoostClassifier
0.9066482419775833,0.05092592592592592,0.22357723577235772,0.08295625942684766,11755,1025,191,55,2,in-built feature_importance,XGBClassifier
0.9247658529095655,0.05024509803921569,0.16666666666666666,0.07721280602636535,12005,775,205,41,4,in-built feature_importance,XGBClassifier
0.9272992476585291,0.05121638924455826,0.16260162601626016,0.07789678675754626,12039,741,206,40,6,in-built feature_importance,XGBClassifier
0.9355903577460464,0.05547226386806597,0.15040650406504066,0.08105147864184009,12150,630,209,37,8,in-built feature_importance,XGBClassifier
0.9380469829571626,0.05405405405405406,0.13821138211382114,0.07771428571428571,12185,595,212,34,10,in-built feature_importance,XGBClassifier
0.940733916781821,0.05423728813559322,0.13008130081300814,0.07655502392344497,12222,558,214,32,12,in-built feature_importance,XGBClassifier
0.9428834638415476,0.05054151624548736,0.11382113821138211,0.07,12254,526,218,28,14,in-built feature_importance,XGBClassifier
0.9451865499769692,0.055133079847908745,0.11788617886178862,0.07512953367875648,12283,497,217,29,16,in-built feature_importance,XGBClassifier
0.9455703976662061,0.05736137667304015,0.12195121951219512,0.07802340702210664,12287,493,216,30,18,in-built feature_importance,XGBClassifier
0.9466451711960694,0.05893909626719057,0.12195121951219512,0.07947019867549669,12301,479,216,30,20,in-built feature_importance,XGBClassifier
0.94956241363427,0.059957173447537475,0.11382113821138211,0.0785413744740533,12341,439,218,28,22,in-built feature_importance,XGBClassifier
0.9483341010287119,0.05241090146750524,0.1016260162601626,0.06915629322268327,12328,452,221,25,24,in-built feature_importance,XGBClassifier
0.9494088745585751,0.05399568034557235,0.1016260162601626,0.07052186177715092,12342,438,221,25,26,in-built feature_importance,XGBClassifier
0.9491017964071856,0.05353319057815846,0.1016260162601626,0.07012622720897616,12338,442,221,25,28,in-built feature_importance,XGBClassifier
0.9511745739290649,0.060810810810810814,0.10975609756097561,0.0782608695652174,12363,417,219,27,30,in-built feature_importance,XGBClassifier
0.9519422693075388,0.06221198156682028,0.10975609756097561,0.07941176470588235,12373,407,219,27,32,in-built feature_importance,XGBClassifier
0.9516351911561493,0.06363636363636363,0.11382113821138211,0.08163265306122448,12368,412,218,28,34,in-built feature_importance,XGBClassifier
0.9518654997696914,0.06605922551252848,0.11788617886178862,0.08467153284671533,12370,410,217,29,36,in-built feature_importance,XGBClassifier
0.9524796560724704,0.06323185011709602,0.10975609756097561,0.08023774145616643,12380,400,219,27,38,in-built feature_importance,XGBClassifier
0.9527099646860125,0.06572769953051644,0.11382113821138211,0.08333333333333333,12382,398,218,28,40,in-built feature_importance,XGBClassifier
0.9519422693075388,0.06221198156682028,0.10975609756097561,0.07941176470588235,12373,407,219,27,45,in-built feature_importance,XGBClassifier
0.95278673422386,0.06588235294117648,0.11382113821138211,0.08345752608047691,12383,397,218,28,50,in-built feature_importance,XGBClassifier
0.9527099646860125,0.05952380952380952,0.1016260162601626,0.07507507507507508,12385,395,221,25,55,in-built feature_importance,XGBClassifier
0.953400890526639,0.06295399515738499,0.10569105691056911,0.07890743550834597,12393,387,220,26,60,in-built feature_importance,XGBClassifier
0.9536311991401811,0.06553398058252427,0.10975609756097561,0.08206686930091185,12395,385,219,27,65,in-built feature_importance,XGBClassifier
0.9535544296023338,0.06537530266343826,0.10975609756097561,0.0819423368740516,12394,386,219,27,70,in-built feature_importance,XGBClassifier
0.9538615077537234,0.06601466992665037,0.10975609756097561,0.08244274809160305,12398,382,219,27,75,in-built feature_importance,XGBClassifier
0.9534776600644864,0.06521739130434782,0.10975609756097561,0.08181818181818182,12393,387,219,27,80,in-built feature_importance,XGBClassifier
0.9534776600644864,0.06521739130434782,0.10975609756097561,0.08181818181818182,12393,387,219,27,85,in-built feature_importance,XGBClassifier
0.9534776600644864,0.06521739130434782,0.10975609756097561,0.08181818181818182,12393,387,219,27,90,in-built feature_importance,XGBClassifier
0.9534776600644864,0.06521739130434782,0.10975609756097561,0.08181818181818182,12393,387,219,27,95,in-built feature_importance,XGBClassifier
0.9534776600644864,0.06521739130434782,0.10975609756097561,0.08181818181818182,12393,387,219,27,100,in-built feature_importance,XGBClassifier
0.9066482419775833,0.05092592592592592,0.22357723577235772,0.08295625942684766,11755,1025,191,55,2,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9247658529095655,0.05024509803921569,0.16666666666666666,0.07721280602636535,12005,775,205,41,4,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9272992476585291,0.05121638924455826,0.16260162601626016,0.07789678675754626,12039,741,206,40,6,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9342852756026409,0.051470588235294115,0.14227642276422764,0.0755939524838013,12135,645,211,35,8,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9380469829571626,0.05405405405405406,0.13821138211382114,0.07771428571428571,12185,595,212,34,10,in-built feature_importance with multicollinearity removed,XGBClassifier
0.940733916781821,0.05423728813559322,0.13008130081300814,0.07655502392344497,12222,558,214,32,12,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9425763856901581,0.05017921146953405,0.11382113821138211,0.06965174129353234,12250,530,218,28,14,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9438046982957162,0.04664179104477612,0.1016260162601626,0.0639386189258312,12269,511,221,25,16,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9441117764471058,0.046992481203007516,0.1016260162601626,0.06426735218508997,12273,507,221,25,18,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9455703976662061,0.04873294346978557,0.1016260162601626,0.06587615283267458,12292,488,221,25,20,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9467219407339168,0.04838709677419355,0.0975609756097561,0.0646900269541779,12308,472,222,24,22,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9483341010287119,0.05241090146750524,0.1016260162601626,0.06915629322268327,12328,452,221,25,24,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9496391831721173,0.05043859649122807,0.09349593495934959,0.06552706552706553,12347,433,223,23,26,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9499462613235068,0.05286343612334802,0.0975609756097561,0.06857142857142857,12350,430,222,24,28,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9500998003992016,0.05506607929515418,0.1016260162601626,0.07142857142857142,12351,429,221,25,30,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9504068785505911,0.05555555555555555,0.1016260162601626,0.07183908045977011,12355,425,221,25,32,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9511745739290649,0.056818181818181816,0.1016260162601626,0.0728862973760933,12365,415,221,25,34,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9515584216183018,0.06150341685649203,0.10975609756097561,0.07883211678832117,12368,412,219,27,36,in-built feature_importance with multicollinearity removed,XGBClassifier
0.951788730231844,0.06787330316742081,0.12195121951219512,0.0872093023255814,12368,412,216,30,38,in-built feature_importance with multicollinearity removed,XGBClassifier
0.951788730231844,0.0639269406392694,0.11382113821138211,0.08187134502923976,12370,410,218,28,40,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9515584216183018,0.059496567505720827,0.10569105691056911,0.07613469985358712,12369,411,220,26,45,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9522493474589283,0.06074766355140187,0.10569105691056911,0.0771513353115727,12378,402,220,26,50,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9525564256103178,0.05924170616113744,0.1016260162601626,0.0748502994011976,12383,397,221,25,55,in-built feature_importance with multicollinearity removed,XGBClassifier
0.952402886534623,0.0589622641509434,0.1016260162601626,0.07462686567164178,12381,399,221,25,60,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9520958083832335,0.06046511627906977,0.10569105691056911,0.07692307692307693,12376,404,220,26,65,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9520190388453862,0.060324825986078884,0.10569105691056911,0.07680945347119646,12375,405,220,26,70,in-built feature_importance with multicollinearity removed,XGBClassifier
0.9524796560724704,0.0611764705882353,0.10569105691056911,0.07749627421758569,12381,399,220,26,75,in-built feature_importance with multicollinearity removed,XGBClassifier
0.952402886534623,0.06103286384976526,0.10569105691056911,0.07738095238095238,12380,400,220,26,80,in-built feature_importance with multicollinearity removed,XGBClassifier
0.952402886534623,0.06103286384976526,0.10569105691056911,0.07738095238095238,12380,400,220,26,85,in-built feature_importance with multicollinearity removed,XGBClassifier
0.952402886534623,0.06103286384976526,0.10569105691056911,0.07738095238095238,12380,400,220,26,90,in-built feature_importance with multicollinearity removed,XGBClassifier
0.952402886534623,0.06103286384976526,0.10569105691056911,0.07738095238095238,12380,400,220,26,95,in-built feature_importance with multicollinearity removed,XGBClassifier
0.952402886534623,0.06103286384976526,0.10569105691056911,0.07738095238095238,12380,400,220,26,100,in-built feature_importance with multicollinearity removed,XGBClassifier
0.7178719484108705,0.023087621696801112,0.33739837398373984,0.04321791200208279,9268,3512,163,83,2,permutation importance,XGBClassifier
0.7409028097650853,0.02833886041603859,0.3821138211382114,0.05276452427729442,9557,3223,152,94,4,permutation importance,XGBClassifier
0.7888070013818517,0.02322040350209364,0.24796747967479674,0.042464323007309436,10214,2566,185,61,6,permutation importance,XGBClassifier
0.7922616305849839,0.023625096824167312,0.24796747967479674,0.04314002828854314,10259,2521,185,61,8,permutation importance,XGBClassifier
0.8057730692461231,0.022175732217573223,0.21544715447154472,0.04021244309559939,10443,2337,193,53,10,permutation importance,XGBClassifier
0.8482266236757254,0.027823240589198037,0.2073170731707317,0.049062049062049064,10998,1782,195,51,12,permutation importance,XGBClassifier
0.8770919699063412,0.03243616287094548,0.1910569105691057,0.05545722713864307,11378,1402,199,47,14,permutation importance,XGBClassifier
0.8806233686473207,0.03349964362081254,0.1910569105691057,0.05700424499696786,11424,1356,199,47,16,permutation importance,XGBClassifier
0.9116382619376632,0.03398558187435633,0.13414634146341464,0.054231717337715694,11842,938,213,33,18,permutation importance,XGBClassifier
0.9078765545831414,0.03143418467583497,0.13008130081300814,0.05063291139240506,11794,986,214,32,20,permutation importance,XGBClassifier
0.9204667587901121,0.03309692671394799,0.11382113821138211,0.05128205128205128,11962,818,218,28,22,permutation importance,XGBClassifier
0.9231536926147704,0.029887920298879204,0.0975609756097561,0.04575786463298379,12001,779,222,24,24,permutation importance,XGBClassifier
0.9245355442960234,0.03413400758533502,0.10975609756097561,0.052073288331726135,12016,764,219,27,26,permutation importance,XGBClassifier
0.9269153999692922,0.030585106382978722,0.09349593495934959,0.04609218436873747,12051,729,223,23,28,permutation importance,XGBClassifier
0.9264547827422079,0.031578947368421054,0.0975609756097561,0.04771371769383698,12044,736,222,24,30,permutation importance,XGBClassifier
0.9313680331644404,0.03314121037463977,0.09349593495934959,0.04893617021276596,12109,671,223,23,32,permutation importance,XGBClassifier
0.9331337325349301,0.03427719821162444,0.09349593495934959,0.05016357688113413,12132,648,223,23,34,permutation importance,XGBClassifier
0.935129740518962,0.039938556067588324,0.10569105691056911,0.057971014492753624,12155,625,220,26,36,permutation importance,XGBClassifier
0.9356671272838938,0.040372670807453416,0.10569105691056911,0.058426966292134834,12162,618,220,26,38,permutation importance,XGBClassifier
0.9357438968217411,0.0390015600624025,0.1016260162601626,0.05636978579481398,12164,616,221,25,40,permutation importance,XGBClassifier
0.9345923537540304,0.03951367781155015,0.10569105691056911,0.05752212389380531,12148,632,220,26,45,permutation importance,XGBClassifier
0.9349762014432673,0.03840245775729647,0.1016260162601626,0.055741360089186176,12154,626,221,25,50,permutation importance,XGBClassifier
0.9307538768616613,0.03541076487252125,0.1016260162601626,0.052521008403361345,12099,681,221,25,55,permutation importance,XGBClassifier
0.930293259634577,0.0351123595505618,0.1016260162601626,0.05219206680584551,12093,687,221,25,60,permutation importance,XGBClassifier
0.9306003377859665,0.036619718309859155,0.10569105691056911,0.05439330543933055,12096,684,220,26,65,permutation importance,XGBClassifier
0.9304467987102718,0.03651685393258427,0.10569105691056911,0.054279749478079335,12094,686,220,26,70,permutation importance,XGBClassifier
0.9314448027022877,0.03719599427753934,0.10569105691056911,0.05502645502645503,12107,673,220,26,75,permutation importance,XGBClassifier
0.931291263626593,0.03443328550932568,0.0975609756097561,0.05090137857900318,12107,673,222,24,80,permutation importance,XGBClassifier
0.9313680331644404,0.034482758620689655,0.0975609756097561,0.050955414012738856,12108,672,222,24,85,permutation importance,XGBClassifier
0.9314448027022877,0.03318903318903319,0.09349593495934959,0.04898828541001065,12110,670,223,23,90,permutation importance,XGBClassifier
0.9321357285429142,0.033625730994152045,0.09349593495934959,0.04946236559139785,12119,661,223,23,95,permutation importance,XGBClassifier
0.9321357285429142,0.033625730994152045,0.09349593495934959,0.04946236559139785,12119,661,223,23,100,permutation importance,XGBClassifier
